Replicate	SampleSize	ScenarioNumber	True_Slope_meanOnset	True_Intercept_meanOnset	True_Anchor_meanOnset	True_Slope_meanDuration	True_Intercept_meanDuration	True_Anchor_meanDuration	True_Sigma	Theor_Slope_meanObserved	Theor_Intercept_meanObserved	Theor_Slope_meanCessation	Theor_Intercept_meanCessation	TrueObs_meanOnset	TrueObs_meanDuration	Theor_meanOnset	Theor_meanDuration	Hyper_Mean_Slope_meanOnset	Hyper_SD_Slope_meanOnset	Hyper_Mean_Slope_meanDuration	Hyper_SD_Slope_meanDuration	Hyper_Mean_Anchor_meanOnset	Hyper_SD_Anchor_meanOnset	Hyper_Mean_Anchor_meanDuration	Hyper_SD_Anchor_meanDuration	Hyper_Mean_Sigma	Hyper_SD_Sigma	Est_SR_Slope_meanObserved	Est_SR_Intercept_meanObserved	Est_QR_Slope_meanQ10	Est_QR_Intercept_meanQ10	Est_QR_Slope_meanQ50	Est_QR_Intercept_meanQ50	Est_QR_Slope_meanQ90	Est_QR_Intercept_meanQ90	Est_Stan_Slope_meanOnset	Est_Stan_Slope_meanOnset_q2.5	Est_Stan_Slope_meanOnset_q97.5	Est_Stan_Intercept_meanOnset	Est_Stan_Intercept_meanOnset_q2.5	Est_Stan_Intercept_meanOnset_q97.5	Est_Stan_Anchor_meanOnset	Est_Stan_Anchor_meanOnset_q2.5	Est_Stan_Anchor_meanOnset_q97.5	Est_Stan_Slope_meanDuration	Est_Stan_Slope_meanDuration_q2.5	Est_Stan_Slope_meanDuration_q97.5	Est_Stan_Intercept_meanDuration	Est_Stan_Intercept_meanDuration_q2.5	Est_Stan_Intercept_meanDuration_q97.5	Est_Stan_Anchor_meanDuration	Est_Stan_Anchor_meanDuration_q2.5	Est_Stan_Anchor_meanDuration_q97.5	Est_Stan_Sigma	Est_Stan_Sigma_q2.5	Est_Stan_Sigma_q97.5	Number_Divergences
993	500	3	0.75793	174.16276	182.50000	-2.29832	85.40336	60.12183	7.00000	-0.39123	216.86444	-1.54039	259.56611	183.18596	59.76920	181.40522	63.44159	0.44828	5.66000	-1.60611	1.06588	188.89155	14.00000	49.75069	14.00000	7.00000	3.50000	-0.53438	219.24266	0.44828	183.71137	-0.73304	223.18817	-1.15783	252.02159	0.44650	0.31861	0.57379	183.09569	181.31088	184.93015	188.25529	187.26700	189.23205	-1.78407	-1.90614	-1.66057	64.74963	62.86167	66.67204	44.13371	43.18558	45.10917	12.10404	10.80030	13.51233	0
993	500	2	5.35033	123.64642	182.50000	-0.72255	88.55490	80.60688	7.00000	4.98905	167.92388	4.62778	212.20133	184.92590	80.47099	174.36833	81.70504	5.19427	5.66000	-0.69558	1.06588	193.53367	14.00000	63.94713	14.00000	7.00000	3.50000	5.09743	166.77577	5.19427	133.90261	5.10116	163.24950	4.49869	205.83516	5.33990	5.20440	5.47746	131.68653	129.75300	133.51517	192.98945	191.94800	194.00408	-0.69558	-0.82878	-0.56444	67.50038	65.72356	69.39690	59.51496	58.47639	60.60415	14.56401	12.80327	16.46756	0
993	500	1	0.83224	173.34536	182.50000	0.55590	51.11180	57.22671	7.00000	1.11019	198.90126	1.38814	224.45716	182.65630	57.20383	180.49788	55.88938	0.95784	5.66000	0.57872	1.06588	187.98713	14.00000	45.62888	14.00000	7.00000	3.50000	1.19291	198.19876	0.95784	177.83948	1.36107	195.43022	1.53656	217.33721	0.89297	0.75903	1.02651	178.77526	177.10590	180.47407	188.23562	187.26100	189.18013	0.60126	0.47692	0.72428	33.40751	31.81023	35.07703	39.77739	38.81238	40.80050	12.10916	10.78655	13.58477	0
992	500	6	-0.81285	191.44135	182.50000	2.16558	54.33116	78.15253	7.00000	0.26994	218.60693	1.35273	245.77251	182.62598	77.83150	184.12487	73.82358	-0.63817	5.66000	1.65130	1.06588	189.22175	14.00000	64.63769	14.00000	7.00000	3.50000	0.40512	218.25130	-0.63817	196.24224	0.67871	217.42536	1.01313	242.71394	-0.64255	-0.77095	-0.50877	195.80344	194.04890	197.50915	188.73472	187.69798	189.76302	1.79213	1.66076	1.92203	40.55756	38.93687	42.35057	60.27282	59.25989	61.30926	13.28504	11.63879	15.09729	0
992	500	5	-4.34419	230.28611	182.50000	1.23721	52.47443	66.08377	7.00000	-3.72559	256.52332	-3.10698	282.76054	184.97376	65.84806	193.20180	63.03593	-4.09019	5.66000	1.12042	1.06588	189.37927	14.00000	53.15144	14.00000	7.00000	3.50000	-3.81814	256.92544	-4.09019	232.47568	-3.71348	254.69241	-2.96977	273.82175	-4.28923	-4.42646	-4.15511	234.86999	233.09498	236.59035	189.67642	188.63000	190.71103	1.17968	1.05328	1.30941	35.60238	33.98796	37.23321	48.03208	46.99529	49.07703	13.67380	12.15094	15.34921	0
992	500	4	-3.19871	217.68583	182.50000	-0.78680	88.42641	79.77166	7.00000	-3.59211	261.89903	-3.98551	306.11223	187.32831	80.16395	192.98093	82.34968	-3.34903	5.66000	-0.40309	1.06588	192.80023	14.00000	66.98685	14.00000	7.00000	3.50000	-3.53253	261.58814	-3.34903	225.36419	-3.45929	260.62907	-3.75212	296.27040	-3.37757	-3.52128	-3.23519	225.29452	223.56287	227.10410	192.45308	191.44295	193.49110	-0.45593	-0.59676	-0.31629	67.28420	65.53507	69.10437	62.85103	61.78133	63.98581	14.15429	12.31571	16.09484	0
992	500	3	0.81747	173.50779	182.50000	-2.13870	85.72260	62.19687	7.00000	-0.25188	216.36908	-1.32123	259.23038	182.29656	62.97126	180.98105	66.17079	0.56310	5.66000	-1.61873	1.06588	187.40121	14.00000	51.69314	14.00000	7.00000	3.50000	-0.30082	217.14590	0.56310	181.12726	-0.33298	217.52707	-1.05563	250.85612	0.60850	0.47834	0.74299	180.47176	178.69497	182.26300	187.25157	186.25595	188.23702	-1.79328	-1.91261	-1.66562	66.35558	64.44493	68.21974	46.37503	45.40798	47.37070	13.20475	11.76710	14.79370	0
992	500	2	5.25213	124.72654	182.50000	-0.60555	88.78891	82.12791	7.00000	4.94936	169.12100	4.64659	213.51545	184.01121	82.00571	173.47248	83.16874	5.02300	5.66000	-0.44240	1.06588	190.50073	14.00000	68.69890	14.00000	7.00000	3.50000	5.08187	167.38369	5.02300	133.83539	5.02094	163.37602	4.58061	207.52503	5.20666	5.06781	5.33990	131.46434	129.66698	133.33005	190.20160	189.13100	191.30305	-0.42958	-0.56604	-0.29184	69.56710	67.67310	71.50196	64.72090	63.60397	65.81982	12.96151	11.21849	14.98895	0
992	500	1	5.60901	120.80094	182.50000	1.11628	52.23257	64.51169	7.00000	6.16715	146.91722	6.72529	173.03350	182.42021	64.58727	171.50062	62.32263	5.87575	5.66000	0.59308	1.06588	187.37824	14.00000	51.79634	14.00000	7.00000	3.50000	6.12992	147.15119	5.87575	122.51601	6.36653	145.09090	6.46883	167.76535	5.85530	5.72219	5.99130	122.95250	121.15900	124.77508	187.58898	186.56085	188.58802	0.62324	0.49741	0.74904	39.71114	38.06596	41.42795	46.59102	45.63018	47.57719	13.68164	12.16308	15.28288	0
991	500	6	-0.78447	191.12912	182.50000	2.10359	54.20719	77.34672	7.00000	0.26733	218.23271	1.31913	245.33630	182.42998	77.34368	184.04572	73.20178	-0.77555	5.66000	1.69266	1.06588	188.55002	14.00000	64.97708	14.00000	7.00000	3.50000	0.31134	219.03993	-0.77555	197.10407	-0.01982	221.72164	0.91710	243.41186	-0.70716	-0.85115	-0.56601	196.13666	194.25000	197.92020	188.33696	187.26090	189.37002	1.87695	1.73728	2.01322	40.04405	38.37915	41.79797	60.74605	59.71166	61.76447	13.47979	11.83575	15.30390	0
991	500	5	-1.20729	195.78015	182.50000	1.09234	52.18467	64.20036	7.00000	-0.66112	221.87249	-0.11495	247.96482	182.29184	64.41202	184.32898	62.54552	-1.15564	5.66000	1.10760	1.06588	187.95079	14.00000	54.93245	14.00000	7.00000	3.50000	-0.66498	223.93038	-1.15564	201.22332	-0.72646	224.48006	-0.04803	243.43492	-1.25512	-1.38783	-1.12303	202.23848	200.42700	204.04507	187.82338	186.81488	188.79403	1.17580	1.04838	1.31037	36.40123	34.74309	38.12388	49.90536	48.93134	50.90454	12.35731	10.86696	13.96646	0
991	500	4	-0.75562	190.81184	182.50000	-1.22624	87.54753	74.05892	7.00000	-1.36874	234.58560	-1.98186	278.35936	182.74894	74.61436	184.23939	76.88164	-0.92531	5.66000	-1.00491	1.06588	187.88058	14.00000	60.73390	14.00000	7.00000	3.50000	-1.25257	232.57985	-0.92531	197.77962	-1.41411	233.88767	-1.93022	269.26413	-0.83705	-0.96911	-0.70079	196.78662	194.98400	198.61005	187.83186	186.75995	188.88307	-1.06407	-1.19022	-0.94201	67.59267	65.89087	69.31790	56.20919	55.14295	57.28641	14.20520	12.48475	15.96660	0
991	500	3	0.78047	173.91480	182.50000	-2.04359	85.91281	63.43329	7.00000	-0.24132	216.87121	-1.26312	259.82761	183.54447	63.16831	181.41225	66.28147	0.73001	5.66000	-1.63884	1.06588	189.37734	14.00000	52.00357	14.00000	7.00000	3.50000	-0.18522	217.36790	0.73001	180.90468	-0.32613	219.40167	-0.90884	251.92913	0.76623	0.63259	0.89229	180.13744	178.25652	182.04802	189.03055	188.07095	190.01305	-1.80467	-1.92218	-1.67929	67.51153	65.63862	69.30394	46.56603	45.65375	47.52425	12.63775	11.28659	14.07901	0
991	500	2	3.72845	141.48708	182.50000	-1.55891	86.88218	69.73419	7.00000	2.94899	184.92817	2.16954	228.36926	181.66696	70.04020	174.87899	72.92062	3.53670	5.66000	-1.28976	1.06588	187.86391	14.00000	59.09342	14.00000	7.00000	3.50000	2.96310	184.85236	3.53670	149.11591	2.96641	185.83313	2.24694	222.33992	3.65716	3.52578	3.79027	147.19542	145.39195	148.95520	187.26322	186.26300	188.26408	-1.37594	-1.50924	-1.24436	69.28232	67.41377	71.13792	54.20757	53.14869	55.26688	12.81888	11.28390	14.42229	0
991	500	1	4.24297	135.82730	182.50000	1.71631	53.43262	72.31202	7.00000	5.10113	162.54361	5.95928	189.25992	183.76141	72.48614	174.96796	69.26526	4.38185	5.66000	1.22763	1.06588	189.66855	14.00000	59.76543	14.00000	7.00000	3.50000	5.18976	162.63097	4.38185	140.48305	5.08993	160.18170	5.60948	186.46854	4.43875	4.30834	4.57033	140.24502	138.44497	142.01308	190.06919	189.05600	191.09203	1.37551	1.24779	1.50284	39.97982	38.27667	41.72233	55.41967	54.34374	56.49410	13.72786	12.05237	15.53984	0
990	500	6	-0.86753	192.04282	182.50000	2.23118	54.46237	79.00539	7.00000	0.24806	219.27400	1.36366	246.50518	182.72779	78.86760	184.44206	74.01064	-0.47040	5.66000	1.70493	1.06588	192.90842	14.00000	60.35577	14.00000	7.00000	3.50000	0.30208	219.15631	-0.47040	197.97055	0.54878	219.64224	1.23454	239.97885	-0.56002	-0.68851	-0.42395	197.72748	195.97192	199.41030	191.70093	190.65995	192.70002	1.84311	1.71482	1.96765	35.47624	33.94463	37.08619	55.31062	54.30295	56.31329	14.79112	13.25187	16.45564	0
990	500	5	-4.49876	231.98631	182.50000	0.74608	51.49216	59.69903	7.00000	-4.12572	257.73239	-3.75268	283.47847	180.77325	59.84275	189.68463	58.50752	-4.50451	5.66000	0.41765	1.06588	184.96285	14.00000	51.31077	14.00000	7.00000	3.50000	-4.11972	256.80634	-4.50451	236.32768	-4.13783	256.48173	-4.08687	282.87603	-4.47481	-4.60750	-4.34158	235.44495	233.65998	237.20108	184.41878	183.45995	185.43903	0.49504	0.36422	0.62278	40.23294	38.56374	41.97387	45.87790	44.92274	46.85750	12.11659	10.66579	13.69299	0
990	500	4	-2.71727	212.39000	182.50000	-2.14814	85.70373	62.07424	7.00000	-3.79134	255.24186	-4.86541	298.09373	182.28213	62.53969	187.86397	66.31472	-2.97142	5.66000	-1.76984	1.06588	187.72781	14.00000	54.77548	14.00000	7.00000	3.50000	-3.77689	255.32998	-2.97142	220.49057	-3.90120	258.53158	-4.74125	294.78022	-2.88957	-3.01028	-2.76915	218.66137	216.97475	220.37000	186.80107	185.83898	187.75402	-1.89600	-2.01439	-1.77695	70.22928	68.44652	72.02105	49.32400	48.40049	50.31967	10.13302	8.88759	11.50755	0
990	500	3	0.85318	173.11504	182.50000	-2.27193	85.45613	60.46485	7.00000	-0.28279	215.84310	-1.41876	258.57117	182.58215	60.64829	180.91982	64.67271	0.69326	5.66000	-1.87168	1.06588	188.03879	14.00000	49.89166	14.00000	7.00000	3.50000	-0.26336	215.37833	0.69326	180.31039	-0.19856	215.30522	-1.17842	251.06739	0.72036	0.59060	0.84636	179.46730	177.70790	181.22102	187.49780	186.52200	188.45700	-2.05360	-2.16807	-1.93585	67.16324	65.38495	68.97616	44.26987	43.32070	45.25671	11.65557	10.39974	13.00770	0
990	500	2	4.68673	130.94594	182.50000	-1.42297	87.15406	71.50138	7.00000	3.97525	174.52297	3.26376	218.10000	186.73934	70.81634	177.11722	73.13569	4.50812	5.66000	-1.16560	1.06588	194.38432	14.00000	54.06508	14.00000	7.00000	3.50000	3.98553	173.85744	4.50812	140.95646	3.84285	175.81169	3.34251	208.83566	4.60580	4.47418	4.74088	139.16765	137.26590	141.08643	193.75322	192.75490	194.78303	-1.25361	-1.38131	-1.12876	63.53537	61.66423	65.37351	48.67829	47.70837	49.69612	15.07527	13.50783	16.73693	0
990	500	1	2.54871	154.46422	182.50000	1.72459	53.44918	72.41966	7.00000	3.41100	181.18881	4.27330	207.91340	183.42099	72.52059	178.32236	69.59286	2.79863	5.66000	1.28715	1.06588	192.71151	14.00000	57.51550	14.00000	7.00000	3.50000	3.33013	181.81376	2.79863	160.91661	3.29719	181.94560	4.08578	203.80896	2.76336	2.62968	2.90041	160.15160	158.35990	161.98507	191.54583	190.52683	192.53307	1.38569	1.25394	1.51840	36.62629	34.93387	38.38611	52.36894	51.35004	53.40307	14.05050	12.41314	15.86948	0
989	500	6	-0.75116	190.76276	182.50000	1.96820	53.93640	75.58663	7.00000	0.23294	217.73096	1.21704	244.69916	182.68955	75.89501	184.14523	71.27577	-0.56989	5.66000	1.64599	1.06588	190.44596	14.00000	61.70618	14.00000	7.00000	3.50000	0.37751	217.13706	-0.56989	196.60629	0.62952	216.54245	1.07611	240.51969	-0.59179	-0.72464	-0.45964	196.08391	194.39400	197.75310	189.68681	188.70097	190.68105	1.79390	1.66280	1.91889	37.56771	35.98812	39.19180	56.95932	55.96393	57.99971	12.54466	10.99798	14.14530	0
989	500	5	-2.68942	212.08357	182.50000	0.96030	51.92060	62.48390	7.00000	-2.20927	238.04387	-1.72912	264.00417	182.63675	62.37272	187.89695	60.55684	-2.51716	5.66000	0.61476	1.06588	187.90339	14.00000	50.47351	14.00000	7.00000	3.50000	-2.16625	236.77000	-2.51716	215.57516	-2.25388	235.67718	-1.90239	259.29040	-2.53921	-2.68111	-2.39810	215.75967	213.93700	217.62942	187.84548	186.84297	188.85303	0.69220	0.55953	0.81920	37.47168	35.89212	39.17333	45.08120	44.15281	46.08621	12.66349	11.17710	14.19274	0
989	500	4	-3.62864	222.41502	182.50000	-2.25335	85.49329	60.70640	7.00000	-4.75532	265.16167	-5.88199	307.90832	184.53704	61.32639	191.43557	66.25531	-3.89586	5.66000	-1.67979	1.06588	188.04948	14.00000	51.10377	14.00000	7.00000	3.50000	-4.60654	263.33350	-3.89586	229.10202	-4.37307	260.91646	-5.57564	297.90653	-3.82448	-3.95399	-3.69670	228.82135	227.08475	230.55300	188.52097	187.48400	189.55100	-1.84906	-1.96884	-1.72725	65.46435	63.66379	67.27567	45.97991	45.01120	46.98799	12.97123	11.48460	14.45976	0
989	500	3	0.75988	174.14130	182.50000	-2.04498	85.91004	63.41525	7.00000	-0.26261	217.09632	-1.28510	260.05134	183.13788	63.12715	181.33488	66.55079	0.61200	5.66000	-1.44497	1.06588	188.78991	14.00000	50.23669	14.00000	7.00000	3.50000	-0.24184	216.32099	0.61200	181.77224	-0.10100	211.82437	-0.83297	248.57799	0.61793	0.48373	0.74935	181.73138	179.93395	183.58118	188.81705	187.84193	189.81605	-1.61673	-1.73741	-1.49603	63.39255	61.61759	65.19961	44.85402	43.91876	45.82547	12.86832	11.47612	14.32566	0
989	500	2	3.58801	143.03192	182.50000	-1.70435	86.59130	67.84348	7.00000	2.73583	186.32758	1.88366	229.62323	184.27107	67.73136	176.82936	70.53710	3.42512	5.66000	-1.33011	1.06588	186.94714	14.00000	57.83687	14.00000	7.00000	3.50000	2.68539	186.50230	3.42512	147.83377	2.56417	188.34973	2.09501	220.85992	3.49539	3.36322	3.62831	147.27794	145.46595	149.06205	187.19377	186.16800	188.19300	-1.45020	-1.57483	-1.32349	69.77524	67.89190	71.69452	53.21455	52.18157	54.28359	11.58788	10.04283	13.24941	0
989	500	1	2.90732	150.51950	182.50000	1.82997	53.65995	73.78966	7.00000	3.82231	177.34947	4.73729	204.17944	183.00621	74.13640	177.10605	70.39451	3.00655	5.66000	1.46253	1.06588	188.20867	14.00000	61.56965	14.00000	7.00000	3.50000	3.78335	177.57002	3.00655	154.70155	3.97369	175.20027	4.46908	199.97178	2.99745	2.86557	3.12834	154.71702	153.00897	156.46610	188.12275	187.09195	189.16200	1.57852	1.45123	1.70674	39.54658	37.88409	41.23343	57.13867	56.10737	58.20203	13.04446	11.37988	14.74061	0
988	500	6	-0.75085	190.75939	182.50000	2.15069	54.30137	77.95893	7.00000	0.32449	217.91008	1.39983	245.06077	182.10353	78.19875	183.95462	73.79244	-0.37125	5.66000	1.91359	1.06588	191.22210	14.00000	63.59066	14.00000	7.00000	3.50000	0.17051	219.92067	-0.37125	195.32909	0.25218	219.18107	1.54234	237.75029	-0.59325	-0.73253	-0.45354	196.90282	195.06995	198.77810	190.33992	189.31300	191.34113	1.96855	1.83029	2.10562	36.99847	35.29751	38.76398	58.77600	57.76146	59.79111	13.94756	12.28347	15.75613	0
988	500	5	-2.18695	206.55649	182.50000	1.63701	53.27403	71.28118	7.00000	-1.36845	233.19350	-0.54994	259.83051	181.81174	71.50984	186.83623	68.03535	-1.95000	5.66000	1.16226	1.06588	187.89425	14.00000	58.65024	14.00000	7.00000	3.50000	-1.39422	232.42030	-1.95000	209.37785	-1.49945	231.59880	-0.78774	255.22324	-1.98277	-2.11558	-1.84330	209.51105	207.72688	211.29705	187.66646	186.66698	188.71003	1.26469	1.13597	1.39534	40.04853	38.33191	41.76080	53.98189	52.92829	55.00187	12.89308	11.22939	14.70334	0
988	500	4	-1.97020	204.17222	182.50000	-1.85109	86.29781	65.93577	7.00000	-2.89575	247.32113	-3.82130	290.47003	182.30866	66.06199	186.27863	69.48597	-2.12648	5.66000	-1.48910	1.06588	187.90431	14.00000	51.76342	14.00000	7.00000	3.50000	-2.76384	245.96563	-2.12648	211.47021	-2.64779	243.48202	-3.61558	279.73601	-2.03816	-2.17022	-1.90987	211.15220	209.33480	213.01310	188.56504	187.55382	189.53805	-1.62196	-1.74286	-1.50059	64.63802	62.83867	66.46937	46.66329	45.64892	47.67400	13.22910	11.71207	14.84821	0
988	500	3	0.76255	174.11195	182.50000	-2.20009	85.59982	61.39883	7.00000	-0.33750	216.91186	-1.43754	259.71177	182.69371	60.67172	180.96468	65.82851	0.56643	5.66000	-1.83248	1.06588	187.32103	14.00000	53.58121	14.00000	7.00000	3.50000	-0.27326	216.93770	0.56643	181.09789	-0.28526	218.47199	-1.26605	254.81178	0.67113	0.54602	0.79359	179.54330	177.82888	181.28710	186.91678	185.97195	187.88000	-1.97291	-2.09412	-1.85073	69.81469	68.06738	71.61802	48.13916	47.19919	49.07454	11.19522	9.87251	12.61654	0
988	500	2	5.33350	123.83155	182.50000	-1.90148	86.19705	65.28079	7.00000	4.38276	166.93007	3.43202	210.02860	185.03081	64.73265	174.24532	68.22372	4.97433	5.66000	-1.46216	1.06588	190.77380	14.00000	53.38215	14.00000	7.00000	3.50000	4.39919	166.38361	4.97433	133.80626	4.40742	165.70274	3.51217	203.93350	5.12406	4.99085	5.25148	131.69701	129.90795	133.44622	190.37921	189.41092	191.33905	-1.59437	-1.71964	-1.46642	66.41275	64.48547	68.28285	48.15353	47.15399	49.14122	12.11341	10.66735	13.66953	0
988	500	1	2.17121	158.61664	182.50000	1.31844	52.63689	67.13977	7.00000	2.83044	184.93509	3.48966	211.25353	181.90076	67.02346	177.95366	64.37906	2.39226	5.66000	0.79035	1.06588	187.83515	14.00000	53.73347	14.00000	7.00000	3.50000	2.92459	183.04530	2.39226	161.74496	2.84175	181.44730	3.18261	206.85886	2.47067	2.34229	2.60409	160.75582	159.01897	162.46207	187.70115	186.67190	188.68607	0.90773	0.77796	1.03820	38.70919	37.04548	40.41721	48.60899	47.64466	49.60496	13.24735	11.75993	14.84770	0
987	500	6	-0.79451	191.23960	182.50000	2.22761	54.45522	78.95894	7.00000	0.31930	218.46721	1.43310	245.69482	183.03033	78.62949	184.16010	74.30443	-0.39392	5.66000	1.96018	1.06588	189.77998	14.00000	65.24360	14.00000	7.00000	3.50000	0.59815	214.86472	-0.39392	194.07789	0.57314	214.60957	1.56626	237.93487	-0.47154	-0.60992	-0.32996	193.84341	192.07395	195.61232	188.69871	187.70297	189.73000	2.09763	1.96444	2.22979	37.67306	36.06314	39.38242	60.55938	59.57098	61.59365	13.73577	12.15227	15.44371	0
987	500	5	-4.59666	233.06326	182.50000	1.55792	53.11583	70.25292	7.00000	-3.81770	259.62117	-3.03874	286.17909	181.10553	70.64929	190.67593	67.48191	-4.39406	5.66000	1.21821	1.06588	188.18283	14.00000	57.55000	14.00000	7.00000	3.50000	-3.86456	259.68801	-4.39406	237.49006	-3.75719	259.12832	-3.17585	281.37008	-4.48356	-4.61223	-4.35320	237.56531	235.80800	239.31305	187.25376	186.27482	188.21802	1.32172	1.19696	1.45197	37.63261	35.99930	39.30050	52.46412	51.50076	53.48890	13.59875	12.01606	15.33161	0
987	500	4	-5.22696	239.99659	182.50000	-1.09174	87.81652	75.80739	7.00000	-5.77283	283.90485	-6.31870	327.81311	185.60547	76.35167	195.64284	78.55249	-5.36513	5.66000	-0.65343	1.06588	191.64168	14.00000	63.27497	14.00000	7.00000	3.50000	-5.87223	285.58782	-5.36513	247.89814	-5.93410	288.15360	-6.01856	318.02469	-5.44555	-5.57925	-5.30754	248.18536	246.39187	249.94915	191.08567	190.05195	192.14405	-0.73461	-0.86209	-0.60795	66.46491	64.67205	68.25940	58.76213	57.72832	59.82864	14.09509	12.37320	15.97046	0
987	500	3	0.80624	173.63136	182.50000	-2.12286	85.75427	62.40276	7.00000	-0.25519	216.50849	-1.31662	259.38563	182.57597	62.27232	181.25511	65.68061	0.55760	5.66000	-1.56254	1.06588	190.04289	14.00000	47.70194	14.00000	7.00000	3.50000	-0.24135	216.89585	0.55760	183.65504	-0.10641	215.15710	-1.00494	249.25738	0.59268	0.46030	0.72024	183.31091	181.49195	185.22905	190.10057	189.11895	191.11303	-1.71339	-1.83798	-1.58671	61.63072	59.76158	63.48334	42.00223	41.07518	42.94861	13.04053	11.71082	14.42766	0
987	500	2	3.04917	148.95912	182.50000	-0.70637	88.58726	80.81721	7.00000	2.69599	193.25275	2.34280	237.54638	184.00557	80.66369	177.34100	82.01234	2.99683	5.66000	-0.44882	1.06588	191.72281	14.00000	63.86789	14.00000	7.00000	3.50000	2.80487	191.85613	2.99683	157.83445	3.06649	185.04343	2.54801	226.77760	3.01268	2.87738	3.15094	157.24763	155.34297	159.13307	191.31524	190.30083	192.34902	-0.49906	-0.62945	-0.36176	65.09333	63.20648	66.97740	59.44995	58.35545	60.50031	15.43851	13.65003	17.44027	0
987	500	1	5.30004	124.19954	182.50000	1.28003	52.56006	66.64038	7.00000	5.94006	150.47957	6.58007	176.75960	182.08045	66.16955	170.90824	63.84082	5.32112	5.66000	0.96673	1.06588	187.43481	14.00000	54.06054	14.00000	7.00000	3.50000	5.97321	149.17094	5.32112	129.89814	6.15826	148.16276	6.28785	173.50553	5.39680	5.26665	5.52865	128.18270	126.45495	129.92702	186.53771	185.57698	187.55110	1.08127	0.94591	1.20792	37.07591	35.47954	38.75767	48.76757	47.71028	49.78991	13.43545	11.90356	15.03352	0
986	500	6	-0.75230	190.77526	182.50000	2.01462	54.02923	76.19001	7.00000	0.25501	217.78987	1.26232	244.80449	182.26486	75.96014	183.97703	72.23458	-0.36868	5.66000	1.43464	1.06588	190.72562	14.00000	62.68186	14.00000	7.00000	3.50000	0.16187	218.46846	-0.36868	194.79457	0.16007	220.02020	1.06596	241.64284	-0.46787	-0.59454	-0.33402	194.53867	192.76597	196.23505	189.37492	188.39700	190.35105	1.55499	1.42091	1.68402	40.69537	39.05528	42.37776	57.85723	56.86308	58.90383	12.28821	10.79789	13.95772	0
986	500	5	-3.94699	225.91694	182.50000	1.33042	52.66084	67.29549	7.00000	-3.28178	252.24736	-2.61657	278.57778	183.36203	67.11312	191.76060	64.17400	-3.57581	5.66000	0.86449	1.06588	190.44842	14.00000	54.72797	14.00000	7.00000	3.50000	-3.18915	251.44494	-3.57581	228.54428	-3.06456	249.61185	-2.71133	274.06223	-3.64375	-3.77929	-3.50357	228.79792	227.01497	230.54018	189.97824	188.97790	190.97305	0.95318	0.83209	1.07949	39.38580	37.91680	40.96078	49.54074	48.55556	50.52471	13.40268	11.88483	14.98394	0
986	500	4	-3.74324	223.67561	182.50000	-0.93954	88.12092	77.78601	7.00000	-4.21301	267.73607	-4.68277	311.79653	182.14017	77.88195	190.01858	79.67314	-3.74387	5.66000	-0.93240	1.06588	187.61095	14.00000	66.47511	14.00000	7.00000	3.50000	-4.15464	265.75277	-3.74387	228.76138	-4.18026	269.61932	-4.67626	305.48485	-3.76366	-3.89909	-3.62778	227.89550	226.07775	229.71207	186.52746	185.57195	187.57010	-0.97124	-1.10841	-0.83047	72.72442	70.85610	74.57732	62.04912	61.03390	63.14684	12.26866	10.58399	14.09060	0
